,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
17,numerals-mbuu1238-1-seventeen-1,numerals-mbuu1238-1,Chan2019,seventeen,17,kôn bə̀ à ⁿdʒó nàtò,konbaandzonato,,false,10+{LIG}7,,
18,numerals-mbuu1238-1-eighteen-1,numerals-mbuu1238-1,Chan2019,eighteen,18,kôn bə̀ à ⁿdʒó nànà,konbaandzonana,,false,10+{LIG}8,,
19,numerals-mbuu1238-1-nineteen-1,numerals-mbuu1238-1,Chan2019,nineteen,19,kôn bə̀ à ⁿdʒó kpɛ̂ɲì,konbaandzokpeni,,false,10+{LIG}9,,
20,numerals-mbuu1238-1-twenty-1,numerals-mbuu1238-1,Chan2019,twenty,20,ā kôn à fʲə̂ŋ,akonafjang,,false,10·2,,
21,numerals-mbuu1238-1-twentyone-1,numerals-mbuu1238-1,Chan2019,twentyone,21,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó mʷə,akonafjangbandzomwa,,false,(10·2)+{LIG}1,,
22,numerals-mbuu1238-1-twentytwo-1,numerals-mbuu1238-1,Chan2019,twentytwo,22,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó fʲə̂ŋ,akonafjangbandzofjang,,false,(10·2)+{LIG}2,,
23,numerals-mbuu1238-1-twentythree-1,numerals-mbuu1238-1,Chan2019,twentythree,23,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó tò,akonafjangbandzoto,,false,(10·2)+{LIG}3,,
24,numerals-mbuu1238-1-twentyfour-1,numerals-mbuu1238-1,Chan2019,twentyfour,24,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó ɲì,akonafjangbandzoni,,false,(10·2)+{LIG}4,,
25,numerals-mbuu1238-1-twentyfive-1,numerals-mbuu1238-1,Chan2019,twentyfive,25,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó kpɛ̂,akonafjangbandzokpe,,false,(10·2)+{LIG}5,,
26,numerals-mbuu1238-1-twentysix-1,numerals-mbuu1238-1,Chan2019,twentysix,26,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó kʲàtò,akonafjangbandzokjato,,false,(10·2)+{LIG}6,,
27,numerals-mbuu1238-1-twentyseven-1,numerals-mbuu1238-1,Chan2019,twentyseven,27,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó nàtò,akonafjangbandzonato,,false,(10·2)+{LIG}7,,
28,numerals-mbuu1238-1-twentyeight-1,numerals-mbuu1238-1,Chan2019,twentyeight,28,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó nànà,akonafjangbandzonana,,false,(10·2)+{LIG}8,,
29,numerals-mbuu1238-1-twentynine-1,numerals-mbuu1238-1,Chan2019,twentynine,29,ā kôn à fʲə̂ŋ bə̀ ⁿdʒó kpɛ̂ɲì,akonafjangbandzokpeni,,false,(10·2)+{LIG}9,,
30,numerals-mbuu1238-1-thirty-1,numerals-mbuu1238-1,Chan2019,thirty,30,ā kôn à tò,akonato,,false,10·3,,
31,numerals-mbuu1238-1-forty-1,numerals-mbuu1238-1,Chan2019,forty,40,ā kôn à ɲì,akonani,,false,10·4,,
32,numerals-mbuu1238-1-fifty-1,numerals-mbuu1238-1,Chan2019,fifty,50,ā kôn à kpɛ̂,akonakpe,,false,10·5,,
33,numerals-mbuu1238-1-sixty-1,numerals-mbuu1238-1,Chan2019,sixty,60,ā kôn à kʲàtò,akonakjato,,false,10·6,,
34,numerals-mbuu1238-1-seventy-1,numerals-mbuu1238-1,Chan2019,seventy,70,ā kôn à nàtò,akonanato,,false,10·7,,
35,numerals-mbuu1238-1-eighty-1,numerals-mbuu1238-1,Chan2019,eighty,80,ā kôn à nànà,akonanana,,false,10·8,,
36,numerals-mbuu1238-1-ninety-1,numerals-mbuu1238-1,Chan2019,ninety,90,ā kôn à kpɛ̂ɲì,akonakpeni,,false,10·9,,
37,numerals-mbuu1238-1-hundred-1,numerals-mbuu1238-1,Chan2019,hundred,100,ŋʷɛ́,ngwe,,false,100,,
38,numerals-mbuu1238-1-twohundred-1,numerals-mbuu1238-1,Chan2019,twohundred,200,ŋʷɛ́ ŋkə̀ fʲə̂ŋ,ngwengkafjang,,false,100·2,,
39,numerals-mbuu1238-1-thousand-1,numerals-mbuu1238-1,Chan2019,thousand,1000,kʲà,kja,,false,1000,,
40,numerals-mbuu1238-1-twothousand-1,numerals-mbuu1238-1,Chan2019,twothousand,2000,kʲa fʲə̂ŋ,kjafjang,,false,1000·2,,
